,data_point_id,adjudicated,label,original_text
372,372,adjudicated,MP,"Subject to the condition above, HEMISPHERX hereby grants SCIEN the exclusive license to sell, market, and distribute Product for use in the Field in the Territory for Direct Access/EAP and Regulatory Agency-Approved (RAA) purposes. HEMISPHERX hereby grants to SCIEN and SCIEN hereby accepts the right, privilege and exclusive license to use of ""Interferon alfa-n3 (human leukocyte derived)"" solely in connection with the terms of the Sales, Marketing, Distribution and Supply Agreement of Product in the Territory for the Term of this Agreement. S Subject to the terms and conditions of this Agreement, HEMISPHERX agrees to exclusively supply Product to SCIEN in the Territory with a minimum expiry of 6 months from the date of shipment."
373,373,adjudicated,MP,"During the period beginning on the Effective Date and ending on the later of (i) the end of the Initial Term and (ii) the date falling two  years after completion of the most recent services provided by Rubicon under clause 7 (the ""Non-Competition Period"")  and in the Rubicon  Geographic Area, as defined below, ISA agrees not to in any capacity, engage or have a financial interest in any Rubicon Competing Business, as  defined below, or provide managerial, supervisory, administrative, or financial services relating to any Rubicon Competing Business, including  making available any information or funding to any such Rubicon Competing Business. During the period beginning on the Effective Date and ending on the later of (i) the end of the Initial Term and (ii) the date falling two  years after completion of the most recent services provided by Rubicon under clause 7 (the ""Non-Competition Period"") and in the ISA Geographic  Area, as defined below, Rubicon agrees not to in any capacity, engage or have a financial interest in any ISA Competing Business, as defined  below, or provide managerial, supervisory, administrative, or financial services relating to any ISA Competing Business, including making available  any information or funding to any such ISA Competing Business."
374,374,adjudicated,NP,"If the Executive's employment is terminated at any time by reason of any reconstruction or amalgamation of any Group Company, whether by winding up or otherwise, and the Executive is offered employment with any concern or undertaking involved in or resulting from the reconstruction or amalgamation on terms which (considered in their entirety) are no less favourable to any material extent than the terms of this Agreement, the Executive acknowledges and agrees that there shall be no claim against the Company or any undertaking arising out of or connected with such termination."
375,375,adjudicated,MP,"During the License Term (which is identified in the Deal Terms), Producer agrees that ConvergTV has the exclusive right to exercise the rights granted to it under this Agreement with respect to the Program, including those in Section 1, within the Licensed Territory."
376,376,adjudicated,MP,"Oceanic Time Warner Cable will use the content solely on channel 777, the Las Vegas channel. Watchit shall have the exclusive right to sell third party advertising as sponsors of their content and will have the right to brand the content under the Watchit brand and place a ""bug"" on the screen identifying the content with a Watchit trademark."
377,377,adjudicated,MP,"HPS agrees to outsource to SHPS, and hereby appoints SHPS as the exclusive provider of, Care Management Services to the Clients, subject to the terms and conditions set forth in this Agreement."
378,378,adjudicated,NP,"Sponsor hereby agrees to and does (a) waive any and all suits, actions, claims, losses, demands, damages, liabilities, costs and reasonable expenses of every kind (including consequential, incidental or punitive damages, or lost profits), including court costs and reasonable attorneys' fees (collectively, ""Claims"") Sponsor may have now or in the future against Forty Niners SC, its Affiliates, the National Football League, SCSA and any of their respective officers, directors, employees, agents, insurers, and assigns (collectively, the ""Indemnitees"") for damage to or destruction of Sponsor's property, excepting only claims caused by the gross negligence or willful misconduct of an Indemnitee;"
379,379,adjudicated,DP,"Subject to the terms and conditions of this Agreement, Arizona hereby grants to the Company a limited, non- exclusive, royalty-free, non-sublicensable (except as set forth in Section 7.1), non-assignable license in, to and under the Arizona Licensed Trademarks for the Arizona Trademark License Term for use in the Company Field throughout the world only in the form and manner that such Arizona Licensed Trademarks are used in the Business as of the Closing, provided that the Company shall use commercially reasonable efforts to present the Arizona Licensed Trademarks in the form set forth on Schedule 6.1. Subject to the terms and conditions of this Agreement, Arizona hereby grants to the Company a limited, non- exclusive, royalty-free, non-sublicensable (except as set forth in Section 7.1), non-assignable (except as set forth in Section 13.2) license in, to and under the Diamond Licensed Trademarks for the Diamond Trademark License Term for use with respect to the Diamond Product throughout the world only in the form and manner set forth on Schedule 6.2."
380,380,adjudicated,DP,"In exchange for the Share Consideration, Licensor hereby grants to Licensee a non-exclusive, royalty-free, perpetual and non-perpetual license (subject to the duration and scope, and format limitations for which Licensor has the rights to each Title as specified in Schedule A1-A6 of Schedule A) to:i. license, exhibit, distribute, reproduce, transmit, perform, display, and otherwise exploit and make available each Title within the Territory in any language by VOD (including SVOD, TVOD, AVOD and free VOD) for Internet, TV and mobile platforms (including, but not limited to, OTT streaming services, Sites and Mobile Sites), subject to these limitations for each of the Title in Schedule A1-A6:1) For Titles listed in Schedule A1-A2:Licensor can only grant Licensee distribution rights to up to six (6) MSOs plus two (2) of China's Internet TV license holders or their OTT Internet-based video partners by VOD (including SVOD, TVOD, AVOD and free VOD). China's current Internet TV license holders include: CNTV (中国网络电视台/未来电视), BesTV (百视通), Wasu (华数), Southern Media Cooperation (南方传媒), Hunan TV (芒果 TV), China National Radio/Galaxy Internet TV (GITV) (银河电视), and China Radio International (中国国际 广播电台);<omitted>2) For Titles listed in Schedule A3:For ""天下女人"": No satellite TV broadcasting rights granted. Titles other than ""猜 猜女人心"", ""赏深越慕"" ,  ""职场新女性挑战行动"", "" 杨澜访谈录""  (自第192期及以后的节 目),""人生相对论 "", "" 天下女人"", and ""正青春"" cannot be edited in any way;3) For Titles listed in Schedule A4:Other than the versions (dubbed or translated) in which the Titles in Schedule A4 already exist in (and were delivered in), no further dubbing, translation, or editing may be performed by any party on Schedule A4's Titles.4) For Titles listed in Schedule A5 (except ""Summer in February""):Limitations on Rights Granted: the following distribution methods are permitted: non-theatrical, public video, ship and hotel rights (all not earlier than the US theatrical release); home video rental, home video sell through, and commercial video rights (all not earlier than the US video release); cable TV (pay & free), terrestrial TV (pay & free), satellite pay TV; internet TV (pay & free), residential and non-residential pay-per-view, residential and non-residential internet pay-per-view, VOD, near VOD, and internet VOD (all no earlier than the corresponding exploitation in the USA). Sections 2(a) [License Grant], 2(b) [Sublicensing], 2(c) [Display of Titles], 2(d) [Removal of Titles], 3, and 11 shall survive the expiration or termination of this Agreement: (i) in perpetuity with respect to Titles for which the licenses granted in Section 2(a) [License Grant] are perpetual; and (ii) for the duration of the applicable license term specified in Schedule A with respect to Titles for which the license term specified in Schedule A extends beyond the expiration or termination of this Agreement."
381,381,adjudicated,DP,"""Early Termination Fee"" means that amount equal to the most recent month's Promotion Fee prior to  termination, multiplied by the number of unexpired months remaining in the current year of the Agreement.<omitted>If MBRK  terminates the Agreement in years 2 or 3 prior to the period 60 days before the anniversary date, then MBRK will pay  DD only the Early Termination Fee. ""Early Termination Fee"" means that amount equal to the most recent month's Promotion Fee prior to  termination, multiplied by the number of unexpired months remaining in the current year of the Agreement.<omitted>If MBRK terminates this Agreement in the first year of the Agreement  for any reason, then MBRK will pay DD a) an Early Termination Fee plus b) the End of Agreement Fee."
382,382,adjudicated,MP,"If termination occurs after you begin the Hotel Work but before the Opening Date, you will pay us Liquidated Damages in an amount equal to $3,600 multiplied by the number of approved Guest Rooms at the Hotel, unless your failure to complete the Hotel Work was the result of Force Majeure. If termination occurs after the Effective Date but before the second anniversary of the Opening Date, you will pay us Liquidated Damages in an amount equal to $3,600 multiplied by the number of approved Guest Rooms at the Hotel. THE PARTIES ACKNOWLEDGE THAT LIQUIDATED DAMAGES PAYABLE BY YOU UNDER THIS AGREEMENT (WHETHER PRE-OPENING LIQUIDATED DAMAGES OR LIQUIDATED DAMAGES FOR EARLY TERMINATION) ARE NOT PUNITIVE OR EXEMPLARY DAMAGES. If there are less than sixty (60) months remaining in the Term on the date of termination, you will pay us Liquidated Damages in an amount calculated by dividing the sum of the Monthly Royalty Fees due to us under this Agreement for the prior twenty-four (24) month period by twenty-four (24) and then multiplying the resulting sum by the number of months remaining in the Term. If this Agreement terminates before the Expiration Date, you will pay us Liquidated Damages as follows:   14.4.1.1 If termination occurs before you begin the Hotel Work and before the Opening Date, and you or any Guarantor (or your or any Guarantor's Affiliates) directly or indirectly, enter into a franchise, license, management, lease and/or other similar agreement for or begin construction or commence operation of a hotel, motel, inn, or similar facility at the Hotel Site under a Competitor Brand within one (1) year after termination, then you will pay us Liquidated Damages in an amount equal to $3,600 multiplied by the number of approved Guest Rooms at the Hotel. Payment of Liquidated Damages is due thirty (30) days following termination of this Agreement or on demand. If termination occurs after the second anniversary of the Opening Date but before the final five (5) calendar years of the Term, you will pay us Liquidated Damages in an amount calculated by dividing the sum of the Monthly Royalty Fees due to us under this Agreement for the prior twenty-four (24) month period by twenty-four (24) and then multiplying the resulting sum by sixty (60). You will pay us Liquidated Damages in the amount of Five Thousand Dollars ($5,000) per day if you open the Hotel before the Opening Date to compensate us for the damage caused by such breach."
383,383,adjudicated,NP,"Neither party shall be liable to the other pursuant to this Agreement for any amounts representing loss of profit, loss of business or indirect, consequential, exemplary, or punitive damages of the other party.  The foregoing shall not limit the indemnification, defense and hold harmless obligations set forth in this Agreement other than those set forth in Section 5.4 and shall not apply with respect to damages or losses arising from the wrongful termination of this Agreement by LMG, willful misconduct, gross negligence or breach of LMG's obligations under Section 3. 8."
384,384,adjudicated,MP,"During the Term and after expiration or termination of this Agreement, MusclePharm shall not contest or otherwise challenge or attack the AS Parties' rights in the Trademarks or Name and Appearance Rights or the validity of the license being granted herein."
385,385,adjudicated,MP,"""The Vitamin Shoppe is the proud exclusive vitamin sponsor of drkoop.com."""
386,386,adjudicated,MP,"Notwithstanding the foregoing, upon any delay by Service Recipient in its payment of any Service Fee to Service Provider, for each day of delay in such payment, Service Recipient must pay Service Provider liquidated damages at 0.5 percent (0.5%) of the Service Fee that are due and unpaid."
387,387,adjudicated,MP,"At least three (3) persons actively involved in the management and operation of the Franchised Restaurant must successfully complete the training program. You will, on an annual basis, participate in a minimum of fifty percent (50%) of the promotional programs introduced by us from time to time. At the time of opening you must have a minimum of Fifty Thousand Dollars ($50,000) in immediately accessible working capital funds to be used solely to defray the costs of operating the Restaurant for the initial several months."
388,388,adjudicated,DP,Limitation of Liability of the Sponsor.
389,389,adjudicated,MP,"Following expiration of the Royalty Term (as defined in the License Agreement) for any Licensed Product in a given country, the license granted to Vericel under Section 9.1 of this Agreement with respect to such Licensed Product in such country shall automatically become fully paid-up, perpetual, irrevocable and royalty-free."
390,390,adjudicated,MP,"Company may not permit any third party to use the Association Marks without the express prior written approval of the Association, which may be withheld for any reason."
391,391,adjudicated,MP,"The Agent covenants and agrees that during the Noncompetition Period, the Agent will not, nor will it permit any Affiliate to, directly or indirectly, own, manage, operate or control, or participate in the ownership, management, operation or control of, or be connected with or have any interest in, as a shareholder, partner, creditor or otherwise, any Competitive Business; provided, however, this Section 6.13(c) shall not apply to those actions of the Agent or any Affiliate (i) to the extent such actions are expressly contemplated by this Agreement, for such term of this Agreement; (ii) to the extent such actions relate to the products listed on Exhibit D hereto in the countries listed therein, the products that the Agent either owns, has contracted to purchase or entered into a letter of intent with respect to as of the Effective Date and such additional products as the parties may from time to time agree (the ""Permitted Products""); (iii) to the extent that the Agent's interest in a Competitive Business, as a shareholder, partner, creditor or otherwise, is equal to or less than 5%; or (iv) to any separate agreement with Monsanto with respect to transgenic technology sharing. Except as provided for in Section 3.8, Monsanto covenants and agrees that for the Noncompetition Period, Monsanto will not, nor will it permit any Affiliate to, directly or indirectly, own, manage, operate or control, or participate in the ownership, management, operation or control of, or be connected with or have any interest in, as a shareholder, partner, creditor or otherwise, any ""Competitive Business."" A Competitive Business shall be any business which, anywhere within the Included Markets, (x) manufactures, sells, markets or<omitted>distributes any non-selective weed control product, whether residual or non-residual, for Lawn and Garden Use or (y) competes with the Roundup L&G Business; provided, however, this Section 6.13(b) shall not apply to those actions of Monsanto or any Affiliate (i) to the extent such actions are expressly contemplated by this Agreement, for the duration of this Agreement, (ii) to the extent that immediately upon termination of this Agreement for whatever reason Monsanto or any Affiliates or successor to the Roundup L&G Business shall continue to operate the Roundup L&G Business without infringing this covenant, or (iii) to the extent that Monsanto's interest in a Competitive Business, as a shareholder, partner, creditor or otherwise, is equal to or less than 5%. In the event of a termination of this Agreement by Monsanto pursuant to Section 10.4(a)(2) hereof, or by the Agent pursuant to Section 10.6(c)(1) hereof, then notwithstanding the provisions of Section 6.13 hereof, either party may, no earlier than three (3) years prior to the expiration of the Noncompetition Period, commence non- commercial activities (including formulation development, regulatory registrations, packaging and delivery systems development, and advertising and promotional material development and any other activities not prohibited by Section 6.13 of this Agreement during the Noncompetition Period, but excluding consumer-facing efforts or communications) for the sole purpose of such party's preparation to launch any competing product upon expiration of the Noncompetition Period; and provided, that either party may, no earlier than twelve (12) months prior to the expiration of the Noncompetition Period, engage with retail customers for the sole purpose of selling-in competing products (provided that no product may be shipped to a retail customer or distributor prior to the end of the Noncompetition Period)."
392,392,adjudicated,MP,"Notwithstanding the foregoing, Lender shall be entitled to receive a guaranteed minimum royalty for each Contract Year including the Additional Term, if any (the ""Guaranteed Minimum Royalty""), payable in accordance with Exhibit ""C"" attached hereto. Endorser shall also supply MusclePharm with at least fifty (50) signed items for each Contract Year, on the Licensed Products or on other items to be mutually agreed upon by the parties hereto, to be used by MusclePharm in connection with the promotion of the Products and/or Licensed Products. Guaranteed Minimum Royalty during the initial Term:   Contract Year   Minimum Royalty   Timing of Payment One   $1,500,000   $500,000 payment due on the following dates: July 23, 2013; October 1, 2013; February 1, 2014 Two   $2,000,000   $666,666.66 payment due on the following dates: July 23, 2014; October 1, 2014; February 1, 2015 Three   $2,500,000   $833,333.33 payment due on the following dates: July 23, 2015; October 1, 2015; February 1, 2016 Guaranteed Minimum Royalty during the First Additional Term:   In the event that the Renewal Threshold is achieved in the Third Contract Year, during the First Additional Term the Minimum Royalty and Timing of Payment shall be as follows:   Contract Year   Minimum Royalty   Timing of Payment Four   $2,500,000   $833,333.33 payment due on the following dates: July 23, 2016; October 1, 2016; February 1, 2017 Five   $2,500,000   $833,333.33 payment due on the following dates: July 23, 2017; October 1, 2017; February 1, 2018 Six   $2,500,000   $833,333.33 payment due on the following dates: July 23, 2018; October 1, 2018; February 1, 2019 Guaranteed Minimum Royalty during the Second Additional Term:   In the event that the Second Renewal Threshold is achieved in the Sixth Contract Year, during the Second Additional Term the Minimum Royalty and Timing of Payment shall be as follows:   Contract Year   Minimum Royalty   Timing of Payment Seven   $5,000,000   $1,666,666.66 payment due on the following dates: July 23, 2019; October 1, 2019; February 1, 2020 Eight   $5,000,000   $1,666,666.66 payment due on the following dates: July 23, 2020; October 1, 2020; February 1, 2021 Nine   $5,000,000   $1,666,666.66 payment due on the following dates: July 23, 2021; October 1, 2021; February 1, 2022"
393,393,adjudicated,MP,"NOTWITHSTANDING THE FOREGOING, NOTHING IN THIS SECTION 11.4 IS INTENDED TO OR SHALL LIMIT OR RESTRICT THE INDEMNIFICATION RIGHTS OR OBLIGATIONS OF ANY PARTY UNDER SECTION 11.1 or 11.2, OR DAMAGES AVAILABLE FOR A PARTY'S BREACH OF CONFIDENTIALITY OBLIGATIONS UNDER ARTICLE 12."
394,394,adjudicated,NP,"EXCEPT FOR LIABILITY ARISING FROM BREACHES OF A PARTY'S CONFIDENTIALITY OBLIGATIONS CONTAINED IN THE NON-DISCLOSURE CLAUSE IN SECTION 12.17 OF THE CHINA JV OPERATING AGREEMENT, BREACHES OF LICENSE GRANTS CONTAINED HEREIN, AND EXCEPT FOR AMOUNTS PAYABLE TO THIRD PARTIES TO FULFILL INDEMNITY OBLIGATIONS DESCRIBED IN ARTICLE 8, (A) IN NO EVENT SHALL ANY PARTY HAVE ANY LIABILITY TO THE OTHERS, OR TO ANY PARTY CLAIMING THROUGH OR UNDER THE OTHER, FOR ANY LOST PROFITS, ANY INDIRECT, INCIDENTAL, SPECIAL OR CONSEQUENTIAL DAMAGES OF ANY KIND IN ANY WAY ARISING OUT OF OR RELATED TO THIS AGREEMENT, HOWEVER CAUSED AND UNDER ANY THEORY OF LIABILITY, EVEN IF SUCH PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES; AND (B) IN NO EVENT SHALL A PARTY'S CUMULATIVE LIABILITY ARISING OUT OF THIS AGREEMENT EXCEED THE AMOUNTS ACTUALLY PAID, PAYABLE, RECEIVED OR RECEIVABLE BY SUCH PARTY FOR THE PRODUCTS CONCERNED THEREWITH HEREUNDER PURSUANT TO THIS AGREEMENT DURING THE TWELVE (12) MONTHS PRIOR TO THE OCCURRENCE OF THE INITIAL EVENT FOR WHICH A PARTY RECOVERS DAMAGES HEREUNDER."
395,395,adjudicated,NP,"Neither Party shalI be liable to the other Party in connection with this Agreement or the subject matter hereof for any indirect, incidental, special or consequential damages, including but not limited to loss of revenue, cost of capital or loss of profit or business opportunity, whether such liability arises out of contract, tort (including negligence), strict liability or otherwise."
396,396,adjudicated,MP,"Global Energy securing one or more firm written commitments in form and substance reasonably acceptable to Oxbow for at least Two Hundred Seventeen Million and No/100 Dollars ($217,000,000.00) of equity funding for the Lima Project, or in the alternative, evidence demonstrating that Global has available cash of Two Hundred Seventeen Million and No/100 Dollars ($217,000,000.00) in its account. However, the commission will never be less than $0.05 per MMBTU regardless of fuel price. During the term of this Agreement, and so long as Oxbow continues to own at least 15,000 common shares of Global Energy (as such amount may be adjusted to reflect any subsequent stock splits), Global Energy agrees that Oxbow shall have a seat on Global Energy's Board of Directors."
397,397,adjudicated,DP,"You hereby grant to us (and agree to obtain from your affiliates, owners, employees, and/or contractors), a perpetual, non-exclusive, and worldwide right to use any such ideas, concepts, methods, techniques and products in any businesses that we and/or our affiliates, franchisees and designees operate. We will have the right to use those ideas, concepts, methods, techniques, and/or products without making payment to you. You agree not to use or allow any other person or entity to use any such concept, method, technique or product without obtaining our prior written approval."
398,398,adjudicated,NP,"hould Licensee agree to be the vendor for an Additional Title, Licensor and Licensee will negotiate in good faith to mutually agree upon the pricing and terms for each Additional Title in an amendment to this Agreement. If, during the Term, Licensor develops or obtains the rights to license any live action or animated feature-length motion picture (each an ""Additional Title""), Licensor shall give Licensee the first right of negotiation for each Additional Title (i.e., the preferred vendor)."
399,399,adjudicated,MP,"If AIRSOPURE fails to notify You of its election to exercise its right of first refusal granted herein within the thirty day period, then You may sell the franchise rights and license or the stock for the amount of the bona fide offer, subject to AIRSOPURE's rights under Section 12.02 above. Any material change in the terms or conditions of any offer prior to closing shall constitute a new offer subject to AIRSOPURE's right of first refusal described herein. If You fail to consummate the transaction within 30 days from the earlier of: (a) receipt of notice from AIRSOPURE that it elects not to exercise its right of first refusal, or (b) expiration of the 15 day period referred to herein, then You must resubmit the proposed transaction to AIRSOPURE, and AIRSOPURE shall have a new 15 day review period and right of first refusal. AIRSOPURE shall have the right, but not the duty, to be exercised by notice of intent to do so within 30 days after termination or expiration, to purchase any or all signs, advertising materials, supplies and inventory and any other items bearing AIRSOPURE's Licensed Marks, at Your cost or at fair market value, whichever is less. AIRSOPURE shall have the option, within 15 days after receipt of such written notice, to notify You that AIRSOPURE elects to purchase the rights and license granted herein or stock ownership on the same terms and conditions as the bona fide written offer."
400,400,adjudicated,NP,"VIP shall have no liability with respect to its obligations under this agreement or otherwise for consequential, exemplary, special, indirect, incidental or punitive damages even if it has been advised of the possibility of such damages in any event, other than claims covered by paragraph 8(b) or paragraph 6(a) of this agreement (which claims are excluded from this paragraph 9(f) limitation), the liability of VIP to BNL for any reason and upon any cause of action or claim in contract, tort or otherwise shall be limited to the amount paid by BNL to VIP in the twelve (12) month period prior to the accrual of the action or claim for the specific service which is the subject of the action or claim (or, if such accrual occurs during the first twelve (12) months of the initial term, then the liability shall be limited to the minimum fees payable by BNL to VIP during the first twelve (12) months of the initial term). Any claim of action of any kind which one party to this Agreement may have against the other party relating to or arising out of this Agreement must be commenced within two (2) years from the date such claim or cause of action shall have first accrued. BNL shall have no liability with respect to its obligations under this agreement or otherwise for consequential, exemplary, special, indirect, incidental or punitive damages even if it has been advised of the possibility<omitted>of such damages. in any event, other than claims covered by the next sentence, the liability of BNL to VIP for any reason and upon any cause of action and claim in contract, tort or otherwise shall be limited to the amounts paid by BNL to VIP in the twelve (12) month period prior to the accrual of the action or claim for the specific service which is the subject of the action or claim (or, if such accrual occurs during the first twelve (12) months of the initial term, then the liability shall be limited to the minimum fees payable by BNL to VIP during the first twelve (12) months of the initial term) claims by VIP for the minimum fees and other fees and expenses owing by BNL under paragraphs 5, 15(a) and 15(c), or for a breach by BNL of VIP's proprietary rights as set forth in paragraph 13 are excluded from this paragraph II limitation except for the claims excluded by the preceding sentence, this limitation applies to all causes of action or claims in the aggregate including without limitation breach of contract, breach of warranty, negligence, strict liability, misrepresentation and other torts."
401,401,adjudicated,MP,"*Minimum order of 1,000 Units"
402,402,adjudicated,DP,"If ANTHEMIC produces the Event in 2016 and seeks a sponsor in the category, ANTHEMIC will first contact the Sponsor and provide the Sponsor with written notice (the ""Notice) of the terms under which the Sponsor can be the category sponsor for the 2016 Event. The Sponsor will have 15 days from receipt of the Notice to accept the terms to be the category sponsor of the 2014 Event. If the Sponsor decides not to be the category sponsor of the 2016 Event or fails to timely respond to the Notice, then ANTHEMIC may approach other parties to be the category sponsor."
403,403,adjudicated,DP,"Subject to the terms and conditions of this Agreement, the Company hereby grants to Allscripts and its Affiliates a non- exclusive, royalty-free, irrevocable [***] non-transferable (except in accordance with Section 28.4), sublicensable (through multiple levels of sublicensees), fully paid-up right and license under all of the Company's Intellectual Property to, throughout the Territory, access, use, reproduce, perform, display, modify, create derivative works of, transmit, demonstrate, test, operate, port, configure, distribute, and make available the Installed Software and Subscription Software Services Subject to the terms and conditions of this Agreement, the Company hereby grants to Allscripts and its Affiliates a non-exclusive, royalty- free, irrevocable [***] non-transferable (except in accordance with Section 28.4), sublicensable (through multiple levels of sublicensees), fully paid- up right and license under all of the Company's Intellectual Property to use the Company's brands, trademarks, product and service names, logos and slogans (the ""Company Marks""), throughout the Territory, solely in connection with the marketing, selling, or provision of the Installed Software and the Subscription Software Services and Merchant Processing Services permitted hereunder or to otherwise fulfill the terms of this Agreement. [***]. Subject to the terms and conditions of this Agreement, Allscripts hereby grants to the Company a non-exclusive, royalty-free, irrevocable [***] non-transferable (except in accordance with Section 28.4), fully paid-up right and license under all of Allscripts' Intellectual Property to use the Allscripts Marks, throughout the Territory, solely in connection with providing the Installed Software and Subscription Software Services to Sublicensed Customers who have signed a Customer Agreement and to otherwise fulfill the terms of this Agreement. Subject to the terms and conditions of this Agreement, the Company hereby grants to Allscripts a non-exclusive, royalty-free, irrevocable , non-transferable (except in accordance with Section 28.4), sublicensable (through multiple levels of sublicensees), fully paid-up right and license under all of the Company's Intellectual Property to access, use, reproduce, perform, display, transmit, demonstrate, test, operate, port, configure, distribute, and make derivative works of the Documentation, Company Marketing Materials and Allscripts Marketing Materials, in whole or in part, throughout the Territory, for any purpose consistent with Section 8.1, [***]."
404,404,adjudicated,NP,"NOTWITHSTANDING ANYTHING IN THIS AGREEMENT TO THE CONTRARY, IN NO EVENT WILL EITHER PARTY BE LIABLE FOR ANY SPECIAL, INCIDENTAL, CONSEQUENTIAL OR INDIRECT DAMAGES ARISING OUT OF THIS AGREEMENT, HOWEVER CAUSED AND ON ANY THEORY OF LIABILITY. FURTHER AND NOTWITHSTANDING ANYTHING TO THE CONTRARY IN THIS AGREEMENT, THE TOTAL LIABILITY PER YEAR OF HOVIONE SHALL BE LIMITED TO THE VALUE OF THE REVENUES COLLECTED IN THE PREVIOUS CONTRACTUAL YEAR."
405,405,adjudicated,DP,"Except in the event of (i) a Party's gross negligence or willful misconduct and/or (ii) a Party's breach of its confidentiality obligation, the total liability of one Party to the other Party (and its Affiliates) arising out of or in connection with this Agreement or the Products, whether in contract, tort (including negligence), statute or otherwise, shall, to the maximum extent permitted by Applicable Law, be limited to the amount of revenues it receives under this Agreement."
406,406,adjudicated,NP,"NEITHER PARTY SHALL BE LIABLE TO OTHER PARTY FOR ANY LOST PROFITS, LOST REVENUES, OR ANY OTHER INCIDENTAL, INDIRECT, PUNITIVE, SPECIAL OR CONSEQUENTIAL DAMAGES WHATSOEVER ARISING OUT OF THIS AGREEMENT OR ANY ORDER, OR OUT OF THE PERFORMANCE OR BREACH OF THIS AGREEMENT OR ANY ORDER, EVEN IF THE PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES."
407,407,adjudicated,DP,"For those countries where a specific license is required for a joint owner of a Joint Invention or Joint Improvement to practice such Joint Invention or Joint Improvement, in such country, each Party hereby grants to the other Party a perpetual, irrevocable, non-exclusive, worldwide, royalty-free, fully paid-up license, transferable and sublicensable, under such Party's right, title and interest in and to such Joint Invention or Joint Improvement to freely exploit such Joint Invention or Joint Improvement in such country, subject to the terms and conditions of this Agreement and the licenses granted hereunder. Licensee hereby grants to Bioeq during the term of this Agreement (and, subject to Section 15.3.4, after termination<omitted>or expiration of this Agreement) a non-exclusive, fully-paid, irrevocable license (including the right to grant sublicenses) under all Intellectual Property Rights and Know-How Controlled by Licensee and embodied within, or claiming or covering the Licensee Improvements, to Develop, Manufacture, sell, import, or otherwise Commercialize Licensed Products outside of the Territory."
408,408,adjudicated,MP,"In consideration of the remuneration to be paid to ABG pursuant hereto and subject to the conditions and limitations contained herein, ABG grants to PAPA JOHN'S the non-transferrable, non-assignable, non-sublicensable, indivisible right and license solely during the Term of the Agreement and within the Territory to use the Celebrity Endorsement, in each instance, subject to ABG's Approval (as hereinafter defined)."
409,409,adjudicated,DP,"Upon thirty (30) days prior written notice from an Auditing Party, the Audited Party shall permit the Auditing Party's external auditors access to any relevant books documents, papers, and records of the Party involving any report delivered pursuant to Sections 3.2(d), 3.4(d) and 4.3(a) of this Agreement and the activities performed under this Agreement, if the other Party has credible evidence that the other Party violated terms of this Agreement, including with respect to Product Training under Section 3(e). Upon thirty (30) days prior written notice from a Party (the ""Auditing Party""), the other Party (the ""Audited Party"") shall permit an independent certified public accounting firm of nationally recognized standing selected by the Auditing Party and reasonably acceptable to the Audited Party, to examine, at the Auditing Party's sole expense, the relevant books and records of the Audited Party and its Affiliates as may be reasonably necessary to verify the accuracy of the reports submitted by the Audited Party in accordance with Sections 3.4(d), 4.1(c) and 4.3(a) and the payment of Promotion Fees hereunder."
410,410,adjudicated,DP,"the Customer is granted a non-exclusive, non-transferable and non-assignable right to use the Products solely for their intended use; Subject to payment of the Annual Minimum Commitment (""AMC""  - defined herein), Diversinet hereby grants to Reseller an exclusive, non- transferable and non-assignable right to market, sell, and sub-license those Diversinet products listed in Schedule 2 (the ""Products"") within the  territory listed in Schedule 3 (the ""Territory"") to Canadian headquartered companies, and governmental and broader public sector entities located  in Canada."
411,411,adjudicated,DP,"From and after the Closing Date, Equifax and Certegy shall each, and shall cause each member of its Group to, afford the other and its accountants, counsel and other designated Representatives reasonable access (including using reasonable efforts to give access to person or firms possessing such information) and duplicating rights during normal business hours to all records, books, contracts, instruments, computer data and other data and information in its possession relating to the assets, Liabilities, Licensed Materials, business and affairs of the other (other than data and information subject to any attorney/client or other privilege), insofar as such<omitted>access is reasonably required by the other, including without limitation, for audit, accounting and litigation purposes."
412,412,adjudicated,MP,The Manufacturer grants exclusive rights to the Customer for the term of ten (10) years from the date of the signing of this agreement and for an indefinite period upon the customer fulfilling the minimum annual purchase requirement as listed in Schedule B. of this agreement.
413,413,adjudicated,MP,"FOR THE AVOIDANCE OF DOUBT, THE PARTIES HEREBY ACKNOWLEDGE AND AGREE THAT NOTHING IN THIS SECTION 8.2  [No Consequential Damages] IS INTENDED TO LIMIT ANY RIGHT OF ACSI TO RECEIVE LIQUIDATED DAMAGES AS SET FORTH IN SECTION 10.5.2  [Effect of Termination]."
